actual_dt,trust1_syn,trust2_syn
2017-06-23,386,294
2017-06-24,402,306
2017-06-25,394,306
2017-06-26,386,292
2017-06-27,360,289
2017-06-28,334,279
2017-06-29,346,270
2017-06-30,356,316
2017-07-01,438,330
2017-07-02,418,341
2017-07-03,367,304
2017-07-04,364,303
2017-07-05,374,290
2017-07-06,393,308
2017-07-07,370,310
2017-07-08,405,346
2017-07-09,412,322
2017-07-10,383,322
2017-07-11,332,303
2017-07-12,378,290
2017-07-13,379,308
2017-07-14,336,274
2017-07-15,398,290
2017-07-16,378,307
2017-07-17,389,314
2017-07-18,371,288
2017-07-19,356,300
2017-07-20,360,270
2017-07-21,358,284
2017-07-22,406,294
2017-07-23,389,301
2017-07-24,398,310
2017-07-25,392,294
2017-07-26,366,278
2017-07-27,353,290
2017-07-28,364,276
2017-07-29,370,306
2017-07-30,404,310
2017-07-31,393,304
2017-08-01,365,277
2017-08-02,324,268
2017-08-03,358,299
2017-08-04,372,304
2017-08-05,414,308
2017-08-06,398,313
2017-08-07,362,295
2017-08-08,361,297
2017-08-09,354,272
2017-08-10,362,320
2017-08-11,362,280
2017-08-12,384,314
2017-08-13,388,298
2017-08-14,378,272
2017-08-15,371,292
2017-08-16,366,291
2017-08-17,364,310
2017-08-18,364,288
2017-08-19,396,325
2017-08-20,374,284
2017-08-21,414,296
2017-08-22,410,306
2017-08-23,368,298
2017-08-24,369,269
2017-08-25,398,292
2017-08-26,416,342
2017-08-27,422,310
2017-08-28,420,330
2017-08-29,376,307
2017-08-30,365,272
2017-08-31,326,306
2017-09-01,366,301
2017-09-02,388,326
2017-09-03,375,270
2017-09-04,368,314
2017-09-05,356,283
2017-09-06,361,290
2017-09-07,368,289
2017-09-08,368,304
2017-09-09,406,317
2017-09-10,392,340
2017-09-11,374,300
2017-09-12,371,298
2017-09-13,370,324
2017-09-14,369,295
2017-09-15,394,302
2017-09-16,393,328
2017-09-17,418,343
2017-09-18,410,324
2017-09-19,388,312
2017-09-20,376,310
2017-09-21,390,292
2017-09-22,378,314
2017-09-23,431,348
2017-09-24,406,358
2017-09-25,407,314
2017-09-26,370,316
2017-09-27,372,328
2017-09-28,378,315
2017-09-29,378,298
2017-09-30,416,339
2017-10-01,395,344
2017-10-02,364,306
2017-10-03,380,292
2017-10-04,360,306
2017-10-05,382,300
2017-10-06,379,298
2017-10-07,406,324
2017-10-08,407,332
2017-10-09,376,312
2017-10-10,378,308
2017-10-11,358,296
2017-10-12,380,314
2017-10-13,402,313
2017-10-14,412,341
2017-10-15,441,338
2017-10-16,387,322
2017-10-17,344,296
2017-10-18,389,302
2017-10-19,380,289
2017-10-20,389,332
2017-10-21,409,315
2017-10-22,433,334
2017-10-23,394,330
2017-10-24,406,312
2017-10-25,392,294
2017-10-26,384,304
2017-10-27,390,316
2017-10-28,399,326
2017-10-29,418,344
2017-10-30,378,286
2017-10-31,359,302
2017-11-01,380,308
2017-11-02,360,280
2017-11-03,384,328
2017-11-04,412,330
2017-11-05,370,322
2017-11-06,396,304
2017-11-07,372,314
2017-11-08,376,291
2017-11-09,386,314
2017-11-10,378,310
2017-11-11,424,355
2017-11-12,408,332
2017-11-13,384,310
2017-11-14,380,312
2017-11-15,376,328
2017-11-16,375,316
2017-11-17,413,318
2017-11-18,424,332
2017-11-19,424,314
2017-11-20,416,334
2017-11-21,384,334
2017-11-22,398,330
2017-11-23,364,327
2017-11-24,376,305
2017-11-25,408,335
2017-11-26,420,336
2017-11-27,398,326
2017-11-28,385,326
2017-11-29,386,313
2017-11-30,393,313
2017-12-01,403,324
2017-12-02,412,364
2017-12-03,401,324
2017-12-04,404,318
2017-12-05,395,310
2017-12-06,402,326
2017-12-07,409,308
2017-12-08,406,334
2017-12-09,429,356
2017-12-10,420,361
2017-12-11,411,336
2017-12-12,423,330
2017-12-13,380,325
2017-12-14,388,350
2017-12-15,397,338
2017-12-16,450,363
2017-12-17,446,360
2017-12-18,403,328
2017-12-19,392,324
2017-12-20,386,333
2017-12-21,384,313
2017-12-22,408,345
2017-12-23,468,366
2017-12-24,457,350
2017-12-25,434,354
2017-12-26,454,364
2017-12-27,430,332
2017-12-28,388,341
2017-12-29,420,354
2017-12-30,462,395
2017-12-31,470,367
2018-01-01,516,428
2018-01-02,430,370
2018-01-03,384,320
2018-01-04,384,318
2018-01-05,386,322
2018-01-06,410,325
2018-01-07,414,323
2018-01-08,376,330
2018-01-09,390,309
2018-01-10,397,332
2018-01-11,367,302
2018-01-12,362,320
2018-01-13,389,313
2018-01-14,398,326
2018-01-15,418,321
2018-01-16,371,322
2018-01-17,362,285
2018-01-18,388,320
2018-01-19,372,308
2018-01-20,417,316
2018-01-21,403,326
2018-01-22,406,304
2018-01-23,383,322
2018-01-24,374,320
2018-01-25,404,321
2018-01-26,396,320
2018-01-27,396,314
2018-01-28,421,314
2018-01-29,398,306
2018-01-30,365,298
2018-01-31,371,288
2018-02-01,376,306
2018-02-02,374,318
2018-02-03,422,327
2018-02-04,414,319
2018-02-05,408,306
2018-02-06,370,313
2018-02-07,366,326
2018-02-08,401,311
2018-02-09,388,320
2018-02-10,418,330
2018-02-11,407,333
2018-02-12,410,304
2018-02-13,357,290
2018-02-14,358,320
2018-02-15,402,318
2018-02-16,386,323
2018-02-17,420,334
2018-02-18,437,358
2018-02-19,401,333
2018-02-20,381,305
2018-02-21,400,316
2018-02-22,386,308
2018-02-23,394,322
2018-02-24,416,321
2018-02-25,398,336
2018-02-26,390,322
2018-02-27,392,298
2018-02-28,384,306
2018-03-01,362,290
2018-03-02,374,327
2018-03-03,424,346
2018-03-04,440,384
2018-03-05,448,334
2018-03-06,391,322
2018-03-07,389,348
2018-03-08,376,316
2018-03-09,396,312
2018-03-10,426,355
2018-03-11,410,341
2018-03-12,398,321
2018-03-13,392,312
2018-03-14,378,320
2018-03-15,388,328
2018-03-16,394,308
2018-03-17,381,307
2018-03-18,382,318
2018-03-19,372,322
2018-03-20,389,305
2018-03-21,374,328
2018-03-22,374,311
2018-03-23,390,311
2018-03-24,402,344
2018-03-25,405,345
2018-03-26,390,314
2018-03-27,376,309
2018-03-28,368,306
2018-03-29,380,304
2018-03-30,394,308
2018-03-31,425,334
2018-04-01,406,341
2018-04-02,400,328
2018-04-03,403,334
2018-04-04,400,302
2018-04-05,399,304
2018-04-06,386,309
2018-04-07,416,362
2018-04-08,395,337
2018-04-09,374,316
2018-04-10,365,290
2018-04-11,372,304
2018-04-12,365,293
2018-04-13,364,302
2018-04-14,382,323
2018-04-15,388,329
2018-04-16,361,305
2018-04-17,358,284
2018-04-18,366,305
2018-04-19,396,316
2018-04-20,365,312
2018-04-21,401,326
2018-04-22,352,311
2018-04-23,342,291
2018-04-24,363,286
2018-04-25,372,299
2018-04-26,358,288
2018-04-27,356,304
2018-04-28,400,306
2018-04-29,375,301
2018-04-30,380,292
2018-05-01,377,307
2018-05-02,380,281
2018-05-03,366,303
2018-05-04,369,314
2018-05-05,413,349
2018-05-06,399,350
2018-05-07,419,360
2018-05-08,376,320
2018-05-09,355,315
2018-05-10,363,300
2018-05-11,358,294
2018-05-12,378,311
2018-05-13,394,310
2018-05-14,407,313
2018-05-15,372,311
2018-05-16,358,297
2018-05-17,379,290
2018-05-18,368,320
2018-05-19,386,311
2018-05-20,376,316
2018-05-21,399,314
2018-05-22,374,304
2018-05-23,397,308
2018-05-24,372,308
2018-05-25,396,322
2018-05-26,398,325
2018-05-27,424,361
2018-05-28,397,336
2018-05-29,398,304
2018-05-30,360,304
2018-05-31,354,317
2018-06-01,356,299
2018-06-02,402,336
2018-06-03,401,330
2018-06-04,390,317
2018-06-05,337,324
2018-06-06,375,314
2018-06-07,370,299
2018-06-08,368,305
2018-06-09,412,333
2018-06-10,412,348
2018-06-11,415,318
2018-06-12,382,286
2018-06-13,367,309
2018-06-14,378,312
2018-06-15,348,294
2018-06-16,380,321
2018-06-17,376,332
2018-06-18,376,318
2018-06-19,360,302
2018-06-20,344,319
2018-06-21,370,307
2018-06-22,367,308
2018-06-23,406,344
2018-06-24,413,342
2018-06-25,394,326
2018-06-26,394,313
2018-06-27,386,296
2018-06-28,390,318
2018-06-29,402,324
2018-06-30,416,356
2018-07-01,430,340
2018-07-02,408,317
2018-07-03,378,292
2018-07-04,381,303
2018-07-05,400,327
2018-07-06,385,303
2018-07-07,426,340
2018-07-08,409,355
2018-07-09,389,341
2018-07-10,363,298
2018-07-11,380,289
2018-07-12,393,344
2018-07-13,384,321
2018-07-14,392,330
2018-07-15,408,320
2018-07-16,407,325
2018-07-17,369,296
2018-07-18,360,306
2018-07-19,370,293
2018-07-20,368,328
2018-07-21,420,321
2018-07-22,416,328
2018-07-23,370,312
2018-07-24,362,301
2018-07-25,373,312
2018-07-26,353,325
2018-07-27,354,316
2018-07-28,392,327
2018-07-29,378,313
2018-07-30,374,290
2018-07-31,362,294
2018-08-01,377,310
2018-08-02,380,318
2018-08-03,393,324
2018-08-04,408,344
2018-08-05,400,342
2018-08-06,388,336
2018-08-07,357,310
2018-08-08,380,290
2018-08-09,372,286
2018-08-10,361,277
2018-08-11,378,314
2018-08-12,371,309
2018-08-13,407,334
2018-08-14,370,306
2018-08-15,370,298
2018-08-16,350,306
2018-08-17,362,282
2018-08-18,416,328
2018-08-19,400,322
2018-08-20,374,314
2018-08-21,375,314
2018-08-22,358,300
2018-08-23,369,308
2018-08-24,351,282
2018-08-25,390,313
2018-08-26,392,304
2018-08-27,390,308
2018-08-28,373,302
2018-08-29,346,290
2018-08-30,363,314
2018-08-31,356,336
2018-09-01,396,379
2018-09-02,384,336
2018-09-03,372,318
2018-09-04,380,290
2018-09-05,345,301
2018-09-06,360,289
2018-09-07,363,294
2018-09-08,370,337
2018-09-09,397,338
2018-09-10,374,304
2018-09-11,354,288
2018-09-12,366,280
2018-09-13,362,304
2018-09-14,362,298
2018-09-15,381,292
2018-09-16,406,299
2018-09-17,375,300
2018-09-18,384,303
2018-09-19,356,281
2018-09-20,381,306
2018-09-21,380,303
2018-09-22,382,318
2018-09-23,369,318
2018-09-24,372,332
2018-09-25,375,297
2018-09-26,372,304
2018-09-27,358,320
2018-09-28,370,283
2018-09-29,384,330
2018-09-30,394,319
2018-10-01,380,308
2018-10-02,354,300
2018-10-03,372,316
2018-10-04,357,303
2018-10-05,377,314
2018-10-06,374,315
2018-10-07,371,328
2018-10-08,371,349
2018-10-09,370,315
2018-10-10,390,326
2018-10-11,348,316
2018-10-12,364,314
2018-10-13,413,340
2018-10-14,397,320
2018-10-15,384,319
2018-10-16,363,306
2018-10-17,346,310
2018-10-18,348,300
2018-10-19,364,315
2018-10-20,386,331
2018-10-21,385,339
2018-10-22,366,294
2018-10-23,330,287
2018-10-24,362,296
2018-10-25,336,296
2018-10-26,338,312
2018-10-27,369,309
2018-10-28,385,322
2018-10-29,386,318
2018-10-30,359,299
2018-10-31,360,290
2018-11-01,379,316
2018-11-02,360,332
2018-11-03,402,336
2018-11-04,396,322
2018-11-05,400,328
2018-11-06,376,312
2018-11-07,349,322
2018-11-08,344,306
2018-11-09,374,284
2018-11-10,376,318
2018-11-11,397,336
2018-11-12,392,335
2018-11-13,374,296
2018-11-14,373,324
2018-11-15,377,315
2018-11-16,373,316
2018-11-17,369,338
2018-11-18,370,316
2018-11-19,372,312
2018-11-20,371,313
2018-11-21,339,316
2018-11-22,381,282
2018-11-23,374,311
2018-11-24,424,336
2018-11-25,420,340
2018-11-26,385,351
2018-11-27,370,312
2018-11-28,384,341
2018-11-29,380,327
2018-11-30,375,328
2018-12-01,420,345
2018-12-02,438,344
2018-12-03,393,337
2018-12-04,382,309
2018-12-05,385,324
2018-12-06,381,331
2018-12-07,368,310
2018-12-08,410,352
2018-12-09,414,352
2018-12-10,394,336
2018-12-11,367,302
2018-12-12,350,332
2018-12-13,370,318
2018-12-14,404,329
2018-12-15,388,346
2018-12-16,404,355
2018-12-17,400,334
2018-12-18,376,325
2018-12-19,389,339
2018-12-20,382,322
2018-12-21,402,366
2018-12-22,416,390
2018-12-23,430,351
2018-12-24,368,330
2018-12-25,362,318
2018-12-26,432,348
2018-12-27,401,340
2018-12-28,386,312
2018-12-29,424,338
2018-12-30,425,358
2018-12-31,400,313
2019-01-01,464,394
2019-01-02,394,330
2019-01-03,378,324
2019-01-04,390,352
2019-01-05,426,324
2019-01-06,418,342
2019-01-07,378,348
2019-01-08,358,315
2019-01-09,361,310
2019-01-10,379,321
2019-01-11,370,340
2019-01-12,398,344
2019-01-13,396,348
2019-01-14,385,344
2019-01-15,378,305
2019-01-16,384,322
2019-01-17,392,324
2019-01-18,384,326
2019-01-19,404,350
2019-01-20,415,336
2019-01-21,390,318
2019-01-22,365,330
2019-01-23,380,318
2019-01-24,385,332
2019-01-25,404,344
2019-01-26,400,357
2019-01-27,392,344
2019-01-28,392,336
2019-01-29,375,324
2019-01-30,396,333
2019-01-31,374,323
2019-02-01,365,340
2019-02-02,380,346
2019-02-03,405,336
2019-02-04,408,356
2019-02-05,410,318
2019-02-06,398,344
2019-02-07,390,328
2019-02-08,386,344
2019-02-09,401,351
2019-02-10,370,332
2019-02-11,384,323
2019-02-12,362,326
2019-02-13,381,338
2019-02-14,350,316
2019-02-15,388,330
2019-02-16,392,352
2019-02-17,408,342
2019-02-18,394,318
2019-02-19,378,326
2019-02-20,358,327
2019-02-21,373,324
2019-02-22,386,316
2019-02-23,414,334
2019-02-24,405,334
2019-02-25,377,340
2019-02-26,368,318
2019-02-27,378,310
2019-02-28,356,314
2019-03-01,364,316
2019-03-02,400,346
2019-03-03,386,336
2019-03-04,372,328
2019-03-05,375,330
2019-03-06,376,318
2019-03-07,374,325
2019-03-08,370,315
2019-03-09,398,322
2019-03-10,380,320
2019-03-11,405,322
2019-03-12,344,293
2019-03-13,364,316
2019-03-14,365,340
2019-03-15,385,308
2019-03-16,399,352
2019-03-17,402,350
2019-03-18,396,336
2019-03-19,382,322
2019-03-20,384,336
2019-03-21,379,312
2019-03-22,372,330
2019-03-23,414,330
2019-03-24,386,348
2019-03-25,384,324
2019-03-26,368,324
2019-03-27,378,326
2019-03-28,372,304
2019-03-29,362,338
2019-03-30,386,344
2019-03-31,379,322
2019-04-01,406,320
2019-04-02,366,304
2019-04-03,368,326
2019-04-04,360,306
2019-04-05,323,305
2019-04-06,412,350
2019-04-07,420,340
2019-04-08,401,342
2019-04-09,374,318
2019-04-10,380,299
2019-04-11,386,329
2019-04-12,386,321
2019-04-13,390,336
2019-04-14,372,346
2019-04-15,379,309
2019-04-16,390,326
2019-04-17,391,328
2019-04-18,394,327
2019-04-19,423,325
2019-04-20,451,385
2019-04-21,426,330
2019-04-22,404,340
2019-04-23,404,365
2019-04-24,377,306
2019-04-25,354,308
2019-04-26,384,324
2019-04-27,365,340
2019-04-28,362,344
2019-04-29,373,324
2019-04-30,369,312
2019-05-01,368,309
2019-05-02,354,305
2019-05-03,399,330
2019-05-04,374,310
2019-05-05,373,330
2019-05-06,399,328
2019-05-07,394,312
2019-05-08,358,322
2019-05-09,390,320
2019-05-10,375,321
2019-05-11,392,344
2019-05-12,367,332
2019-05-13,376,317
2019-05-14,374,316
2019-05-15,381,323
2019-05-16,385,320
2019-05-17,385,324
2019-05-18,400,341
2019-05-19,400,344
2019-05-20,394,352
2019-05-21,380,310
2019-05-22,376,320
2019-05-23,380,332
2019-05-24,397,327
2019-05-25,398,341
2019-05-26,402,340
2019-05-27,348,322
2019-05-28,386,326
2019-05-29,371,306
2019-05-30,366,303
2019-05-31,388,313
2019-06-01,406,345
2019-06-02,382,340
2019-06-03,378,312
2019-06-04,358,317
2019-06-05,360,297
2019-06-06,354,314
2019-06-07,370,296
2019-06-08,370,324
2019-06-09,402,339
2019-06-10,388,320
2019-06-11,350,282
2019-06-12,335,316
2019-06-13,362,296
2019-06-14,374,323
2019-06-15,400,336
2019-06-16,391,318
2019-06-17,400,329
2019-06-18,372,318
2019-06-19,368,316
2019-06-20,361,319
2019-06-21,392,322
2019-06-22,396,348
2019-06-23,409,340
2019-06-24,384,340
2019-06-25,369,304
2019-06-26,390,322
2019-06-27,374,324
2019-06-28,386,347
2019-06-29,416,387
2019-06-30,386,339
2019-07-01,394,317
2019-07-02,378,329
2019-07-03,359,323
2019-07-04,375,324
2019-07-05,382,334
2019-07-06,392,346
2019-07-07,406,350
2019-07-08,392,326
2019-07-09,370,322
2019-07-10,382,332
2019-07-11,372,337
2019-07-12,375,321
2019-07-13,390,352
2019-07-14,394,337
2019-07-15,397,332
2019-07-16,365,335
2019-07-17,346,323
2019-07-18,365,311
2019-07-19,353,306
2019-07-20,380,331
2019-07-21,391,338
2019-07-22,378,330
2019-07-23,386,333
2019-07-24,378,314
2019-07-25,378,343
2019-07-26,380,332
2019-07-27,384,366
2019-07-28,398,349
2019-07-29,373,330
2019-07-30,362,312
2019-07-31,374,323
2019-08-01,388,337
2019-08-02,372,342
2019-08-03,413,343
2019-08-04,388,347
2019-08-05,408,304
2019-08-06,366,298
2019-08-07,356,282
2019-08-08,372,304
2019-08-09,363,315
2019-08-10,387,328
2019-08-11,398,341
2019-08-12,385,331
2019-08-13,346,328
2019-08-14,346,324
2019-08-15,390,300
2019-08-16,358,298
2019-08-17,396,336
2019-08-18,388,330
2019-08-19,391,327
2019-08-20,378,312
2019-08-21,350,312
2019-08-22,362,318
2019-08-23,402,310
2019-08-24,400,352
2019-08-25,407,354
2019-08-26,400,324
2019-08-27,392,328
2019-08-28,352,321
2019-08-29,376,303
2019-08-30,395,297
2019-08-31,351,323
2019-09-01,368,321
2019-09-02,355,317
2019-09-03,344,308
2019-09-04,354,318
2019-09-05,343,290
2019-09-06,366,322
2019-09-07,376,328
2019-09-08,372,324
2019-09-09,380,319
2019-09-10,382,320
2019-09-11,387,304
2019-09-12,394,327
2019-09-13,390,329
2019-09-14,398,342
2019-09-15,416,341
2019-09-16,401,312
2019-09-17,364,319
2019-09-18,360,314
2019-09-19,376,334
2019-09-20,378,342
2019-09-21,417,363
2019-09-22,389,345
2019-09-23,376,328
2019-09-24,396,322
2019-09-25,371,334
2019-09-26,393,306
2019-09-27,376,322
2019-09-28,382,359
2019-09-29,419,345
2019-09-30,383,331
2019-10-01,370,335
2019-10-02,378,329
2019-10-03,392,332
2019-10-04,400,330
2019-10-05,412,347
2019-10-06,393,335
2019-10-07,380,358
2019-10-08,392,334
2019-10-09,360,339
2019-10-10,364,322
2019-10-11,371,361
2019-10-12,414,354
2019-10-13,400,355
2019-10-14,382,338
2019-10-15,394,334
2019-10-16,392,350
2019-10-17,381,342
2019-10-18,384,332
2019-10-19,402,368
2019-10-20,420,364
2019-10-21,381,355
2019-10-22,395,352
2019-10-23,358,328
2019-10-24,398,324
2019-10-25,375,334
2019-10-26,384,350
2019-10-27,428,366
2019-10-28,379,349
2019-10-29,363,314
2019-10-30,374,336
2019-10-31,394,326
2019-11-01,413,380
2019-11-02,413,356
2019-11-03,394,354
2019-11-04,406,334
2019-11-05,390,358
2019-11-06,382,326
2019-11-07,387,344
2019-11-08,380,339
2019-11-09,375,344
2019-11-10,394,374
2019-11-11,406,340
2019-11-12,382,341
2019-11-13,398,337
2019-11-14,380,337
2019-11-15,398,346
2019-11-16,402,336
2019-11-17,424,364
2019-11-18,406,340
2019-11-19,397,334
2019-11-20,377,358
2019-11-21,398,350
2019-11-22,401,354
2019-11-23,402,366
2019-11-24,380,366
2019-11-25,424,354
2019-11-26,380,338
2019-11-27,392,350
2019-11-28,398,355
2019-11-29,384,350
2019-11-30,402,374
2019-12-01,386,364
2019-12-02,414,356
2019-12-03,384,352
2019-12-04,394,338
2019-12-05,392,341
2019-12-06,395,364
2019-12-07,410,377
2019-12-08,440,357
2019-12-09,392,347
2019-12-10,389,356
2019-12-11,388,368
2019-12-12,410,346
2019-12-13,399,374
2019-12-14,406,366
2019-12-15,414,349
2019-12-16,408,354
2019-12-17,402,340
2019-12-18,388,357
2019-12-19,422,342
2019-12-20,428,351
2019-12-21,441,387
2019-12-22,420,377
2019-12-23,398,349
2019-12-24,368,320
2019-12-25,384,368
2019-12-26,436,389
2019-12-27,402,378
2019-12-28,438,378
2019-12-29,434,371
2019-12-30,431,350
2019-12-31,414,333
